"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","host.ip","host.ip.keyword",message,"message.keyword",tags,"tags.keyword",type,"type.keyword"
"Oct 25, 2022 @ 04:22:57.540",1,1,ktrhDoQBvD32VbPenGfs,"syslog-2022.10.25","-","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36937,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36937,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36937,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:57 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36937,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:55.540",1,1,i9rhDoQBvD32VbPelWcd,"syslog-2022.10.25","-","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6443,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6443,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6443,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6443,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:55.540",1,1,jNrhDoQBvD32VbPelWcd,"syslog-2022.10.25","-","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:55.540",1,1,itrhDoQBvD32VbPelWcd,"syslog-2022.10.25","-","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36936,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36936,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36936,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:55 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36936,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:54.517",1,1,gdrhDoQBvD32VbPekWce,"syslog-2022.10.25","-","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,38779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33224,80,0,S,1047526914,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:54.517",1,1,g9rhDoQBvD32VbPekWce,"syslog-2022.10.25","-","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6442,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6442,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6442,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,6442,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33218,80,0,S,850648875,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:54.517",1,1,gtrhDoQBvD32VbPekWce,"syslog-2022.10.25","-","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36935,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36935,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36935,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:22:54 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,36935,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,33204,80,0,S,1265202183,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:39.440",1,1,d9rhDoQBvD32VbPeVmc7,"syslog-2022.10.25","-","<134>Oct 25 11:22:39 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1206,0,DF,6,tcp,40,192.168.170.20,91.228.165.159,50067,8883,0,RA,1211746826,226104058,0,,","<134>Oct 25 11:22:39 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1206,0,DF,6,tcp,40,192.168.170.20,91.228.165.159,50067,8883,0,RA,1211746826,226104058,0,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:39 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1206,0,DF,6,tcp,40,192.168.170.20,91.228.165.159,50067,8883,0,RA,1211746826,226104058,0,,","<134>Oct 25 11:22:39 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1206,0,DF,6,tcp,40,192.168.170.20,91.228.165.159,50067,8883,0,RA,1211746826,226104058,0,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:27.592",1,1,c9rhDoQBvD32VbPeJ2fy,"syslog-2022.10.25","-","<174>Oct 25 11:22:27 nginx: 192.168.170.20 - - [25/Oct/2022:11:22:27 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","<174>Oct 25 11:22:27 nginx: 192.168.170.20 - - [25/Oct/2022:11:22:27 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","192.168.169.1","192.168.169.1","<174>Oct 25 11:22:27 nginx: 192.168.170.20 - - [25/Oct/2022:11:22:27 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","<174>Oct 25 11:22:27 nginx: 192.168.170.20 - - [25/Oct/2022:11:22:27 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:25.160",1,1,ctrhDoQBvD32VbPeHmdy,"syslog-2022.10.25","-","<134>Oct 25 11:22:25 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1195,0,DF,6,tcp,102,192.168.170.20,91.228.165.159,50067,8883,62,FPA,1211746763:1211746825,226104058,64147,,","<134>Oct 25 11:22:25 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1195,0,DF,6,tcp,102,192.168.170.20,91.228.165.159,50067,8883,62,FPA,1211746763:1211746825,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:25 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1195,0,DF,6,tcp,102,192.168.170.20,91.228.165.159,50067,8883,62,FPA,1211746763:1211746825,226104058,64147,,","<134>Oct 25 11:22:25 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1195,0,DF,6,tcp,102,192.168.170.20,91.228.165.159,50067,8883,62,FPA,1211746763:1211746825,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:20.140",1,1,cdrhDoQBvD32VbPeCmfV,"syslog-2022.10.25","-","<134>Oct 25 11:22:20 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1194,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,FPA,1211746794:1211746825,226104058,64147,,","<134>Oct 25 11:22:20 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1194,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,FPA,1211746794:1211746825,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:20 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1194,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,FPA,1211746794:1211746825,226104058,64147,,","<134>Oct 25 11:22:20 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1194,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,FPA,1211746794:1211746825,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:18.140",1,1,cNrhDoQBvD32VbPeA2cF,"syslog-2022.10.25","-","<134>Oct 25 11:22:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1193,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1193,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1193,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:18 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1193,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:14.140",1,1,T9rgDoQBvD32VbPe82dm,"syslog-2022.10.25","-","<134>Oct 25 11:22:14 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1192,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:14 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1192,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:14 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1192,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:14 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1192,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:12.141",1,1,TtrgDoQBvD32VbPe62eV,"syslog-2022.10.25","-","<134>Oct 25 11:22:12 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1191,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:12 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1191,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:12 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1191,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:12 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1191,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:11.126",1,1,TdrgDoQBvD32VbPe52ef,"syslog-2022.10.25","-","<134>Oct 25 11:22:11 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1190,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:11 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1190,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:11 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1190,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:11 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1190,0,none,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:09.060",1,1,TNrgDoQBvD32VbPe32eO,"syslog-2022.10.25","-","<134>Oct 25 11:22:09 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1189,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:09 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1189,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:09 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1189,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:09 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1189,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:08.061",1,1,S9rgDoQBvD32VbPe22em,"syslog-2022.10.25","-","<134>Oct 25 11:22:08 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1188,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:08 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1188,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:08 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1188,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:08 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1188,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:07.060",1,1,"R9rgDoQBvD32VbPe12e-","syslog-2022.10.25","-","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1187,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1187,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1187,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1187,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:07.060",1,1,"SNrgDoQBvD32VbPe12e-","syslog-2022.10.25","-","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1186,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1186,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1186,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,","<134>Oct 25 11:22:07 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,1186,0,DF,6,tcp,71,192.168.170.20,91.228.165.159,50067,8883,31,PA,1211746763:1211746794,226104058,64147,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:22:00.031",1,1,JdrgDoQBvD32VbPevGdJ,"syslog-2022.10.25","-","<78>Oct 25 11:22:00 /usr/sbin/cron[73171]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:22:00 /usr/sbin/cron[73171]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:22:00 /usr/sbin/cron[73171]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:22:00 /usr/sbin/cron[73171]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:21:49.031",1,1,G9rgDoQBvD32VbPekWdR,"syslog-2022.10.25","-","<134>Oct 25 11:21:49 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:21:49 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:21:49 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:21:49 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60780,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:21:14.426",1,1,"_9rgDoQBvD32VbPeCmYj","syslog-2022.10.25","-","<134>Oct 25 11:21:14 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:21:14 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:21:14 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:21:14 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60779,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:21:06.341",1,1,"-drfDoQBvD32VbPe6maO","syslog-2022.10.25","-","<134>Oct 25 11:21:06 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16519,0,DF,6,tcp,40,192.168.170.20,20.198.162.76,50072,443,0,RA,1498207020,1285633671,0,,","<134>Oct 25 11:21:06 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16519,0,DF,6,tcp,40,192.168.170.20,20.198.162.76,50072,443,0,RA,1498207020,1285633671,0,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:21:06 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16519,0,DF,6,tcp,40,192.168.170.20,20.198.162.76,50072,443,0,RA,1498207020,1285633671,0,,","<134>Oct 25 11:21:06 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16519,0,DF,6,tcp,40,192.168.170.20,20.198.162.76,50072,443,0,RA,1498207020,1285633671,0,,",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:21:00.041",1,1,5trfDoQBvD32VbPe0Wby,"syslog-2022.10.25","-","<78>Oct 25 11:21:00 /usr/sbin/cron[53487]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:21:00 /usr/sbin/cron[53487]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 11:21:00 /usr/sbin/cron[53487]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 11:21:00 /usr/sbin/cron[53487]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:58.260",1,1,"49rfDoQBvD32VbPeymb-","syslog-2022.10.25","-","<134>Oct 25 11:20:58 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60778,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:58 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60778,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:58 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60778,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale","<134>Oct 25 11:20:58 filterlog[20727]: 3,,,1000000102,em1,match,block,in,4,0x0,,64,60778,0,DF,6,tcp,60,192.168.169.12,169.254.169.254,56066,80,0,S,2667354951,,64240,,mss;sackOK;TS;nop;wscale",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 04:20:56.240",1,1,2trfDoQBvD32VbPew2Ya,"syslog-2022.10.25","-","<134>Oct 25 11:20:56 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16518,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:56 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16518,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","192.168.169.1","192.168.169.1","<134>Oct 25 11:20:56 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16518,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,","<134>Oct 25 11:20:56 filterlog[20727]: 4,,,1000000103,em2,match,block,in,4,0x0,,128,16518,0,DF,6,tcp,139,192.168.170.20,20.198.162.76,50072,443,99,PA,1498206921:1498207020,1285633671,65392,,",syslog,syslog,syslog,syslog
