"@timestamp","@version","@version.keyword","_id","_index","_score","event.original","event.original.keyword","host.ip","host.ip.keyword",message,"message.keyword",tags,"tags.keyword",type,"type.keyword"
"Oct 25, 2022 @ 05:33:59.986",1,1,PNoiD4QBvD32VbPep2sb,"syslog-2022.10.25","-","<78>Oct 25 12:34:00 /usr/sbin/cron[92028]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:34:00 /usr/sbin/cron[92028]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:34:00 /usr/sbin/cron[92028]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:34:00 /usr/sbin/cron[92028]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:32:59.988",1,1,O9ohD4QBvD32VbPevGu9,"syslog-2022.10.25","-","<78>Oct 25 12:33:00 /usr/sbin/cron[71718]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:33:00 /usr/sbin/cron[71718]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:33:00 /usr/sbin/cron[71718]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:33:00 /usr/sbin/cron[71718]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:32:00.019",1,1,OtogD4QBvD32VbPe0mt7,"syslog-2022.10.25","-","<78>Oct 25 12:32:00 /usr/sbin/cron[52416]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:32:00 /usr/sbin/cron[52416]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:32:00 /usr/sbin/cron[52416]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:32:00 /usr/sbin/cron[52416]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:31:00.020",1,1,OdofD4QBvD32VbPe6Gsd,"syslog-2022.10.25","-","<78>Oct 25 12:31:00 /usr/sbin/cron[31993]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:31:00 /usr/sbin/cron[31993]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:31:00 /usr/sbin/cron[31993]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:31:00 /usr/sbin/cron[31993]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:30:00.018",1,1,"N9oeD4QBvD32VbPe_Wu7","syslog-2022.10.25","-","<78>Oct 25 12:30:00 /usr/sbin/cron[11646]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:30:00 /usr/sbin/cron[11646]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:30:00 /usr/sbin/cron[11646]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:30:00 /usr/sbin/cron[11646]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:30:00.018",1,1,"NtoeD4QBvD32VbPe_Wu7","syslog-2022.10.25","-","<78>Oct 25 12:30:00 /usr/sbin/cron[11797]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:30:00 /usr/sbin/cron[11797]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 12:30:00 /usr/sbin/cron[11797]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:30:00 /usr/sbin/cron[11797]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:30:00.018",1,1,"ONoeD4QBvD32VbPe_Wu7","syslog-2022.10.25","-","<78>Oct 25 12:30:00 /usr/sbin/cron[11612]: (root) CMD (/usr/bin/nice -n20 /etc/rc.update_urltables)","<78>Oct 25 12:30:00 /usr/sbin/cron[11612]: (root) CMD (/usr/bin/nice -n20 /etc/rc.update_urltables)","192.168.169.1","192.168.169.1","<78>Oct 25 12:30:00 /usr/sbin/cron[11612]: (root) CMD (/usr/bin/nice -n20 /etc/rc.update_urltables)","<78>Oct 25 12:30:00 /usr/sbin/cron[11612]: (root) CMD (/usr/bin/nice -n20 /etc/rc.update_urltables)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:28:59.993",1,1,NdoeD4QBvD32VbPeE2tB,"syslog-2022.10.25","-","<78>Oct 25 12:29:00 /usr/sbin/cron[92598]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:29:00 /usr/sbin/cron[92598]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:29:00 /usr/sbin/cron[92598]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:29:00 /usr/sbin/cron[92598]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:28:00.054",1,1,NNodD4QBvD32VbPeKWsg,"syslog-2022.10.25","-","<78>Oct 25 12:28:00 /usr/sbin/cron[72126]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:28:00 /usr/sbin/cron[72126]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:28:00 /usr/sbin/cron[72126]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:28:00 /usr/sbin/cron[72126]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:27:00.056",1,1,M9ocD4QBvD32VbPePmvB,"syslog-2022.10.25","-","<78>Oct 25 12:27:00 /usr/sbin/cron[51700]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:27:00 /usr/sbin/cron[51700]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:27:00 /usr/sbin/cron[51700]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:27:00 /usr/sbin/cron[51700]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:26:00.079",1,1,MtobD4QBvD32VbPeVGt4,"syslog-2022.10.25","-","<78>Oct 25 12:26:00 /usr/sbin/cron[31314]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:26:00 /usr/sbin/cron[31314]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:26:00 /usr/sbin/cron[31314]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:26:00 /usr/sbin/cron[31314]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:25:00.028",1,1,MNoaD4QBvD32VbPeaWvn,"syslog-2022.10.25","-","<78>Oct 25 12:25:00 /usr/sbin/cron[11891]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:25:00 /usr/sbin/cron[11891]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:25:00 /usr/sbin/cron[11891]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:25:00 /usr/sbin/cron[11891]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:25:00.028",1,1,MdoaD4QBvD32VbPeaWvn,"syslog-2022.10.25","-","<78>Oct 25 12:25:00 /usr/sbin/cron[12114]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:25:00 /usr/sbin/cron[12114]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 12:25:00 /usr/sbin/cron[12114]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:25:00 /usr/sbin/cron[12114]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:24:00.028",1,1,L9oZD4QBvD32VbPef2uF,"syslog-2022.10.25","-","<78>Oct 25 12:24:00 /usr/sbin/cron[91046]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:24:00 /usr/sbin/cron[91046]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:24:00 /usr/sbin/cron[91046]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:24:00 /usr/sbin/cron[91046]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:40.440",1,1,"LtoZD4QBvD32VbPeMmv_","syslog-2022.10.25","-","<30>Oct 25 12:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 12:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","192.168.169.1","192.168.169.1","<30>Oct 25 12:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 12:23:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:40.433",1,1,LdoZD4QBvD32VbPeMmv3,"syslog-2022.10.25","-","<13>Oct 25 12:23:40 dhclient[90198]: Creating resolv.conf","<13>Oct 25 12:23:40 dhclient[90198]: Creating resolv.conf","192.168.169.1","192.168.169.1","<13>Oct 25 12:23:40 dhclient[90198]: Creating resolv.conf","<13>Oct 25 12:23:40 dhclient[90198]: Creating resolv.conf",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:40.432",1,1,LNoZD4QBvD32VbPeMmv3,"syslog-2022.10.25","-","<13>Oct 25 12:23:40 dhclient[90038]: RENEW","<13>Oct 25 12:23:40 dhclient[90038]: RENEW","192.168.169.1","192.168.169.1","<13>Oct 25 12:23:40 dhclient[90038]: RENEW","<13>Oct 25 12:23:40 dhclient[90038]: RENEW",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:40.428",1,1,KtoZD4QBvD32VbPeMmv0,"syslog-2022.10.25","-","<30>Oct 25 12:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 12:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","192.168.169.1","192.168.169.1","<30>Oct 25 12:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 12:23:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:40.428",1,1,K9oZD4QBvD32VbPeMmv0,"syslog-2022.10.25","-","<30>Oct 25 12:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 12:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","192.168.169.1","192.168.169.1","<30>Oct 25 12:23:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 12:23:40 dhclient[42632]: DHCPACK from 192.168.40.254",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:23:00.019",1,1,KdoYD4QBvD32VbPelWsb,"syslog-2022.10.25","-","<78>Oct 25 12:23:00 /usr/sbin/cron[68748]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:23:00 /usr/sbin/cron[68748]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:23:00 /usr/sbin/cron[68748]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:23:00 /usr/sbin/cron[68748]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:22:00.019",1,1,KNoXD4QBvD32VbPeqmu8,"syslog-2022.10.25","-","<78>Oct 25 12:22:00 /usr/sbin/cron[49284]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:22:00 /usr/sbin/cron[49284]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:22:00 /usr/sbin/cron[49284]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:22:00 /usr/sbin/cron[49284]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:21:00.020",1,1,J9oWD4QBvD32VbPewGtc,"syslog-2022.10.25","-","<78>Oct 25 12:21:00 /usr/sbin/cron[30258]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:21:00 /usr/sbin/cron[30258]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:21:00 /usr/sbin/cron[30258]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:21:00 /usr/sbin/cron[30258]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:19:59.999",1,1,JdoVD4QBvD32VbPe1Wvo,"syslog-2022.10.25","-","<78>Oct 25 12:20:00 /usr/sbin/cron[11475]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:20:00 /usr/sbin/cron[11475]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:20:00 /usr/sbin/cron[11475]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:20:00 /usr/sbin/cron[11475]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:19:59.999",1,1,JtoVD4QBvD32VbPe1Wvo,"syslog-2022.10.25","-","<78>Oct 25 12:20:00 /usr/sbin/cron[11569]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:20:00 /usr/sbin/cron[11569]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 12:20:00 /usr/sbin/cron[11569]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:20:00 /usr/sbin/cron[11569]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:19:25.095",1,1,JNoVD4QBvD32VbPeTWvC,"syslog-2022.10.25","-","<174>Oct 25 12:19:25 nginx: 192.168.170.110 - - [25/Oct/2022:12:19:25 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","<174>Oct 25 12:19:25 nginx: 192.168.170.110 - - [25/Oct/2022:12:19:25 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","192.168.169.1","192.168.169.1","<174>Oct 25 12:19:25 nginx: 192.168.170.110 - - [25/Oct/2022:12:19:25 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""","<174>Oct 25 12:19:25 nginx: 192.168.170.110 - - [25/Oct/2022:12:19:25 +0000] ""GET / HTTP/1.1"" 301 162 ""-"" ""HomeNet/1.0""",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:19:00.020",1,1,I9oUD4QBvD32VbPe62ud,"syslog-2022.10.25","-","<78>Oct 25 12:19:00 /usr/sbin/cron[92490]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:19:00 /usr/sbin/cron[92490]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:19:00 /usr/sbin/cron[92490]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:19:00 /usr/sbin/cron[92490]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:18:00.020",1,1,ItoUD4QBvD32VbPeAWs9,"syslog-2022.10.25","-","<78>Oct 25 12:18:00 /usr/sbin/cron[72362]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:18:00 /usr/sbin/cron[72362]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:18:00 /usr/sbin/cron[72362]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:18:00 /usr/sbin/cron[72362]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:17:00.010",1,1,IdoTD4QBvD32VbPeFmvT,"syslog-2022.10.25","-","<78>Oct 25 12:17:00 /usr/sbin/cron[52536]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:17:00 /usr/sbin/cron[52536]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:17:00 /usr/sbin/cron[52536]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:17:00 /usr/sbin/cron[52536]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:16:00.011",1,1,INoSD4QBvD32VbPeLGt0,"syslog-2022.10.25","-","<78>Oct 25 12:16:00 /usr/sbin/cron[52043]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:16:00 /usr/sbin/cron[52043]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:16:00 /usr/sbin/cron[52043]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:16:00 /usr/sbin/cron[52043]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:15:00.021",1,1,HtoRD4QBvD32VbPeQmsf,"syslog-2022.10.25","-","<78>Oct 25 12:15:00 /usr/sbin/cron[29571]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:15:00 /usr/sbin/cron[29571]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 12:15:00 /usr/sbin/cron[29571]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:15:00 /usr/sbin/cron[29571]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:15:00.021",1,1,H9oRD4QBvD32VbPeQmsf,"syslog-2022.10.25","-","<78>Oct 25 12:15:00 /usr/sbin/cron[29370]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:15:00 /usr/sbin/cron[29370]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:15:00 /usr/sbin/cron[29370]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:15:00 /usr/sbin/cron[29370]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:14:00.021",1,1,"HdoQD4QBvD32VbPeV2u-","syslog-2022.10.25","-","<78>Oct 25 12:14:00 /usr/sbin/cron[9993]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:14:00 /usr/sbin/cron[9993]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:14:00 /usr/sbin/cron[9993]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:14:00 /usr/sbin/cron[9993]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:13:00.012",1,1,HNoPD4QBvD32VbPebWtV,"syslog-2022.10.25","-","<78>Oct 25 12:13:00 /usr/sbin/cron[90382]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:13:00 /usr/sbin/cron[90382]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:13:00 /usr/sbin/cron[90382]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:13:00 /usr/sbin/cron[90382]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:12:00.023",1,1,"G9oOD4QBvD32VbPegmv_","syslog-2022.10.25","-","<78>Oct 25 12:12:00 /usr/sbin/cron[69890]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:12:00 /usr/sbin/cron[69890]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:12:00 /usr/sbin/cron[69890]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:12:00 /usr/sbin/cron[69890]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:11:00.013",1,1,GtoND4QBvD32VbPemGuV,"syslog-2022.10.25","-","<78>Oct 25 12:11:00 /usr/sbin/cron[50450]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:11:00 /usr/sbin/cron[50450]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:11:00 /usr/sbin/cron[50450]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:11:00 /usr/sbin/cron[50450]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:10:00.123",1,1,GNoMD4QBvD32VbPermuj,"syslog-2022.10.25","-","<78>Oct 25 12:10:00 /usr/sbin/cron[31680]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:10:00 /usr/sbin/cron[31680]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:10:00 /usr/sbin/cron[31680]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:10:00 /usr/sbin/cron[31680]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:10:00.123",1,1,GdoMD4QBvD32VbPermuj,"syslog-2022.10.25","-","<78>Oct 25 12:10:00 /usr/sbin/cron[31900]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:10:00 /usr/sbin/cron[31900]: (root) CMD (/usr/libexec/atrun)","192.168.169.1","192.168.169.1","<78>Oct 25 12:10:00 /usr/sbin/cron[31900]: (root) CMD (/usr/libexec/atrun)","<78>Oct 25 12:10:00 /usr/sbin/cron[31900]: (root) CMD (/usr/libexec/atrun)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:09:00.014",1,1,F9oLD4QBvD32VbPew2vW,"syslog-2022.10.25","-","<78>Oct 25 12:09:00 /usr/sbin/cron[10373]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:09:00 /usr/sbin/cron[10373]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:09:00 /usr/sbin/cron[10373]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:09:00 /usr/sbin/cron[10373]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:40.356",1,1,FtoLD4QBvD32VbPed2sL,"syslog-2022.10.25","-","<30>Oct 25 12:08:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 12:08:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","192.168.169.1","192.168.169.1","<30>Oct 25 12:08:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.","<30>Oct 25 12:08:40 dhclient[42632]: bound to 192.168.40.134 -- renewal in 900 seconds.",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:40.348",1,1,FdoLD4QBvD32VbPed2sE,"syslog-2022.10.25","-","<13>Oct 25 12:08:40 dhclient[88358]: Creating resolv.conf","<13>Oct 25 12:08:40 dhclient[88358]: Creating resolv.conf","192.168.169.1","192.168.169.1","<13>Oct 25 12:08:40 dhclient[88358]: Creating resolv.conf","<13>Oct 25 12:08:40 dhclient[88358]: Creating resolv.conf",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:40.347",1,1,FNoLD4QBvD32VbPed2sD,"syslog-2022.10.25","-","<13>Oct 25 12:08:40 dhclient[88019]: RENEW","<13>Oct 25 12:08:40 dhclient[88019]: RENEW","192.168.169.1","192.168.169.1","<13>Oct 25 12:08:40 dhclient[88019]: RENEW","<13>Oct 25 12:08:40 dhclient[88019]: RENEW",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:40.343",1,1,EtoLD4QBvD32VbPed2sA,"syslog-2022.10.25","-","<30>Oct 25 12:08:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 12:08:40 dhclient[42632]: DHCPACK from 192.168.40.254","192.168.169.1","192.168.169.1","<30>Oct 25 12:08:40 dhclient[42632]: DHCPACK from 192.168.40.254","<30>Oct 25 12:08:40 dhclient[42632]: DHCPACK from 192.168.40.254",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:40.343",1,1,E9oLD4QBvD32VbPed2sA,"syslog-2022.10.25","-","<30>Oct 25 12:08:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 12:08:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","192.168.169.1","192.168.169.1","<30>Oct 25 12:08:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67","<30>Oct 25 12:08:40 dhclient[42632]: DHCPREQUEST on em0 to 192.168.40.254 port 67",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:08:00.024",1,1,EdoKD4QBvD32VbPe2WuA,"syslog-2022.10.25","-","<78>Oct 25 12:08:00 /usr/sbin/cron[87183]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:08:00 /usr/sbin/cron[87183]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:08:00 /usr/sbin/cron[87183]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:08:00 /usr/sbin/cron[87183]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:07:00.015",1,1,ENoJD4QBvD32VbPe72sY,"syslog-2022.10.25","-","<78>Oct 25 12:07:00 /usr/sbin/cron[65636]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:07:00 /usr/sbin/cron[65636]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:07:00 /usr/sbin/cron[65636]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:07:00 /usr/sbin/cron[65636]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:06:00.016",1,1,D9oJD4QBvD32VbPeBGu4,"syslog-2022.10.25","-","<78>Oct 25 12:06:00 /usr/sbin/cron[46325]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:06:00 /usr/sbin/cron[46325]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:06:00 /usr/sbin/cron[46325]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:06:00 /usr/sbin/cron[46325]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
"Oct 25, 2022 @ 05:05:00.026",1,1,DdoID4QBvD32VbPeGmti,"syslog-2022.10.25","-","<78>Oct 25 12:05:00 /usr/sbin/cron[27671]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:05:00 /usr/sbin/cron[27671]: (root) CMD (/usr/sbin/newsyslog)","192.168.169.1","192.168.169.1","<78>Oct 25 12:05:00 /usr/sbin/cron[27671]: (root) CMD (/usr/sbin/newsyslog)","<78>Oct 25 12:05:00 /usr/sbin/cron[27671]: (root) CMD (/usr/sbin/newsyslog)",syslog,syslog,syslog,syslog
