"@timestamp","host.hostname","event.action","event.module","file.owner","file.path","file.size","file.type","process.args"
"Oct 26, 2022 @ 01:35:17.587",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.584",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.582",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.580",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:17.537",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.533",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler.management/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:17.531",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.security.jgss","-","-","-"
"Oct 26, 2022 @ 01:35:17.528",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.jdwp.agent","-","-","-"
"Oct 26, 2022 @ 01:35:17.526",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._jdk.jdwp.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.499",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.dynalink","-","-","-"
"Oct 26, 2022 @ 01:35:17.417",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.413",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:17.412",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.407",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.406",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.403",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.401",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.400",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.398",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.393",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:17.392",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.sasl/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.389",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.sasl/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:17.387",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.384",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:17.383",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.381",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.338",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.337",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.291",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.289",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.245",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.239",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:17.237",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.datatransfer/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.234",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.datatransfer/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:17.232",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.scripting.nashorn","-","-","-"
"Oct 26, 2022 @ 01:35:17.229",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._jdk.scripting.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.227",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.naming.dns","-","-","-"
"Oct 26, 2022 @ 01:35:17.224",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.222",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:17.220",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.217",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.215",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.212",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.210",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.207",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.205",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.199",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:17.197",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.193",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._java.security.jgss","-","-","-"
"Oct 26, 2022 @ 01:35:17.193",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.vm.compiler/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:17.181",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._java.security.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.179",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.176",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:17.175",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.171",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.169",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.166",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.164",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.161",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.159",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.157",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:17.129",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.internal.ed/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.126",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.internal.ed/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:17.125",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.120",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:17.117",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:17.111",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.099",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.095",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.093",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:17.090",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:17.041",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:17.038",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:16.991",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.se/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.988",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.se/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:16.986",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._java.prefs","-","-","-"
"Oct 26, 2022 @ 01:35:16.959",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.955",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:16.954",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.946",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.930",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.925",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.924",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/cldr.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.920",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/cldr.r4ns0mE","3,214",file,"-"
"Oct 26, 2022 @ 01:35:16.918",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/thaidict.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.913",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/thaidict.r4ns0mE","1,634",file,"-"
"Oct 26, 2022 @ 01:35:16.911",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.909",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.907",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.904",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:16.902",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/._cldr.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.899",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/._cldr.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.895",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.891",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:16.889",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.localedata/._thaidict.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.886",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.localedata/._thaidict.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.885",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._java.base","-","-","-"
"Oct 26, 2022 @ 01:35:16.881",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.878",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:16.876",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.873",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.872",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.868",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.868",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.862",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.861",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.856",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:16.854",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.security.jgss/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.849",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.security.jgss/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:16.847",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.843",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:16.840",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ecc.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.838",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ecc.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.806",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ecc.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.801",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ecc.r4ns0mE","29,508",file,"-"
"Oct 26, 2022 @ 01:35:16.757",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.755",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.715",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.711",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._ASSEMBLY_EXCEPTION.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.709",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.705",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/._LICENSE.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.704",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ASSEMBLY_EXCEPTION","-","-","-"
"Oct 26, 2022 @ 01:35:16.701",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/ASSEMBLY_EXCEPTION.r4ns0mE","1,810",file,"-"
"Oct 26, 2022 @ 01:35:16.699",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/LICENSE","-","-","-"
"Oct 26, 2022 @ 01:35:16.696",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/jdk.crypto.ec/LICENSE.r4ns0mE","19,562",file,"-"
"Oct 26, 2022 @ 01:35:16.694",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.naming.rmi","-","-","-"
"Oct 26, 2022 @ 01:35:16.690",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.zipfs","-","-","-"
"Oct 26, 2022 @ 01:35:16.690",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._jdk.naming.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.617",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._java.scripting","-","-","-"
"Oct 26, 2022 @ 01:35:16.575",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.charsets","-","-","-"
"Oct 26, 2022 @ 01:35:16.526",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.internal.vm.compiler.management","-","-","-"
"Oct 26, 2022 @ 01:35:16.523",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._jdk.internal.vm.compiler.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.522",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/._jdk.management.jfr","-","-","-"
"Oct 26, 2022 @ 01:35:16.519",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/._jdk.management.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.517",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.514",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/ADDITIONAL_LICENSE_INFO.r4ns0mE","2,402",file,"-"
"Oct 26, 2022 @ 01:35:16.512",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._mesa3d.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.509",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._mesa3d.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.508",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._giflib.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.505",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._giflib.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.503",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._xwd.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.499",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._xwd.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.498",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/libpng.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.493",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/libpng.r4ns0mE","5,686",file,"-"
"Oct 26, 2022 @ 01:35:16.482",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._harfbuzz.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.479",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._harfbuzz.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.478",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._ADDITIONAL_LICENSE_INFO","-","-","-"
"Oct 26, 2022 @ 01:35:16.471",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._ADDITIONAL_LICENSE_INFO.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.470",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/mesa3d.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.466",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/mesa3d.r4ns0mE","6,020",file,"-"
"Oct 26, 2022 @ 01:35:16.463",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._freetype.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.460",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._freetype.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.458",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._lcms.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.454",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._lcms.r4ns0mE",500,file,"-"
"Oct 26, 2022 @ 01:35:16.452",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/jre/legal/java.desktop/._libpng.md","-","-","-"
"Oct 26, 2022 @ 01:35:16.449",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/jre/legal/java.desktop/._libpng.r4ns0mE",500,file,"-"
