"@timestamp","host.hostname","event.action","event.module","file.owner","file.path","file.size","file.type","process.args"
"Oct 26, 2022 @ 01:35:43.542",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/28.r4ns0mE.r4ns0mE",783,file,"-"
"Oct 26, 2022 @ 01:35:43.541",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/67.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.537",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/67.r4ns0mE.r4ns0mE","1,135",file,"-"
"Oct 26, 2022 @ 01:35:43.535",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/72.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.533",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/72.r4ns0mE.r4ns0mE","1,367",file,"-"
"Oct 26, 2022 @ 01:35:43.531",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/41.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.527",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/41.r4ns0mE.r4ns0mE","1,136",file,"-"
"Oct 26, 2022 @ 01:35:43.526",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/25.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.523",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/25.r4ns0mE.r4ns0mE","1,138",file,"-"
"Oct 26, 2022 @ 01:35:43.521",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/119.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.518",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/119.r4ns0mE.r4ns0mE","1,415",file,"-"
"Oct 26, 2022 @ 01:35:43.516",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/60.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.514",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/60.r4ns0mE.r4ns0mE","1,090",file,"-"
"Oct 26, 2022 @ 01:35:43.511",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/17.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.507",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/17.r4ns0mE.r4ns0mE","1,323",file,"-"
"Oct 26, 2022 @ 01:35:43.506",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/120.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.502",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/120.r4ns0mE.r4ns0mE","1,479",file,"-"
"Oct 26, 2022 @ 01:35:43.501",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/139.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.497",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/139.r4ns0mE.r4ns0mE","1,227",file,"-"
"Oct 26, 2022 @ 01:35:43.495",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/27.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.492",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/27.r4ns0mE.r4ns0mE","1,118",file,"-"
"Oct 26, 2022 @ 01:35:43.490",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/48.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.487",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/48.r4ns0mE.r4ns0mE","1,122",file,"-"
"Oct 26, 2022 @ 01:35:43.486",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/134.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.483",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/134.r4ns0mE.r4ns0mE","1,047",file,"-"
"Oct 26, 2022 @ 01:35:43.481",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/114.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.477",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/114.r4ns0mE.r4ns0mE","1,314",file,"-"
"Oct 26, 2022 @ 01:35:43.475",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/8.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.471",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/8.r4ns0mE.r4ns0mE","1,079",file,"-"
"Oct 26, 2022 @ 01:35:43.469",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/92.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.465",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/92.r4ns0mE.r4ns0mE","1,423",file,"-"
"Oct 26, 2022 @ 01:35:43.463",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/14.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.459",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/14.r4ns0mE.r4ns0mE","1,278",file,"-"
"Oct 26, 2022 @ 01:35:43.457",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/138.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.453",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/138.r4ns0mE.r4ns0mE","1,034",file,"-"
"Oct 26, 2022 @ 01:35:43.452",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/125.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.449",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/125.r4ns0mE.r4ns0mE","1,125",file,"-"
"Oct 26, 2022 @ 01:35:43.447",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/19.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.444",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/19.r4ns0mE.r4ns0mE","1,228",file,"-"
"Oct 26, 2022 @ 01:35:43.443",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/111.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.440",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/111.r4ns0mE.r4ns0mE","1,001",file,"-"
"Oct 26, 2022 @ 01:35:43.436",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/78.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.433",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/78.r4ns0mE.r4ns0mE","1,251",file,"-"
"Oct 26, 2022 @ 01:35:43.431",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/63.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.428",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/63.r4ns0mE.r4ns0mE","1,220",file,"-"
"Oct 26, 2022 @ 01:35:43.427",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/79.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.423",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/79.r4ns0mE.r4ns0mE","1,291",file,"-"
"Oct 26, 2022 @ 01:35:43.421",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/131.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.418",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/131.r4ns0mE.r4ns0mE","1,366",file,"-"
"Oct 26, 2022 @ 01:35:43.416",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/109.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.412",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/109.r4ns0mE.r4ns0mE","1,357",file,"-"
"Oct 26, 2022 @ 01:35:43.411",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/127.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.408",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/127.r4ns0mE.r4ns0mE",828,file,"-"
"Oct 26, 2022 @ 01:35:43.406",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/10.r4ns0mE","-","-","-"
"Oct 26, 2022 @ 01:35:43.403",confluence,created,"file_integrity",root,"/opt/atlassian/confluence/confluence/images/icons/classic/16/10.r4ns0mE.r4ns0mE","1,238",file,"-"
"Oct 26, 2022 @ 01:35:43.401",confluence,deleted,"file_integrity","-","/opt/atlassian/confluence/confluence/images/icons/classic/16/22.r4ns0mE","-","-","-"
