"@timestamp","source.ip","source.port","destination.ip","destination.port","bytes_out","bytes_in","network.transport","network.packets"
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",53056,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",36410,"151.101.192.223",443,"142.8KB","7.9KB",tcp,202
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",45048,"199.232.45.63",443,1MB,"18.8KB",tcp,"1,009"
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",53062,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",53064,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:09.999","172.17.0.3",53066,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",53056,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",36410,"151.101.192.223",443,"142.8KB","7.9KB",tcp,202
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",45048,"199.232.45.63",443,1MB,"18.8KB",tcp,"1,009"
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",53062,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",53064,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:48:00.001","172.17.0.3",53066,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",53056,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",36410,"151.101.192.223",443,"142.8KB","7.9KB",tcp,202
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",45048,"199.232.45.63",443,1MB,"18.8KB",tcp,"1,009"
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",53062,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",53064,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:50.000","172.17.0.3",53066,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",53056,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",36410,"151.101.192.223",443,"142.8KB","7.9KB",tcp,202
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",45048,"199.232.45.63",443,1MB,"18.8KB",tcp,"1,009"
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",53062,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",53064,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:47:40.001","172.17.0.3",53066,"199.232.44.223",443,"4.8KB","1.7KB",tcp,19
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:40.003","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:30.003","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:20.003","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50474,"185.199.109.133",443,"6.7KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:10.003","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50474,"185.199.109.133",443,"6.7KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:46:00.002","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50474,"185.199.109.133",443,"6.7KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50480,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50482,"185.199.109.133",443,"5.7KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50484,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50486,"185.199.109.133",443,"8.5KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50488,"185.199.109.133",443,"8.7KB","1.4KB",tcp,27
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50490,"185.199.109.133",443,"5.8KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50492,"185.199.109.133",443,"6.5KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50494,"185.199.109.133",443,"5.6KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50496,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50498,"185.199.109.133",443,"6.2KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50500,"185.199.109.133",443,"5.3KB","1.3KB",tcp,23
"Oct 24, 2022 @ 11:45:50.001","172.17.0.3",50502,"185.199.109.133",443,8KB,"1.4KB",tcp,27
"Oct 24, 2022 @ 11:45:40.003","172.17.0.3",50474,"185.199.109.133",443,"6.7KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:45:30.002","172.17.0.3",50474,"185.199.109.133",443,"6.7KB","1.3KB",tcp,25
"Oct 24, 2022 @ 11:30:51.799","172.18.0.3",48001,"172.18.0.2",80,56B,60B,tcp,2
"Oct 24, 2022 @ 11:30:51.799","172.18.0.3",48001,"172.18.0.2",443,56B,60B,tcp,2
"Oct 24, 2022 @ 11:29:00.077","172.18.0.3",48001,"172.18.0.2",80,56B,60B,tcp,2
"Oct 24, 2022 @ 11:29:00.077","172.18.0.3",48001,"172.18.0.2",443,56B,60B,tcp,2
"Oct 24, 2022 @ 11:27:30.001","172.18.0.3",48001,"172.18.0.2",80,56B,60B,tcp,2
"Oct 24, 2022 @ 11:27:30.001","172.18.0.3",48001,"172.18.0.2",443,56B,60B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56802,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56804,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56806,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56808,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56810,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56814,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",56816,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:50.027","172.17.0.3",47878,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56802,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56804,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56806,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56808,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56810,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56814,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",56816,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:40.027","172.17.0.3",47878,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56802,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56804,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56806,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56808,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56810,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56814,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",56816,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:30.025","172.17.0.3",47878,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56802,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56804,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56806,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56808,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56810,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56814,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",56816,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:20.003","172.17.0.3",47878,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56802,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56804,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56806,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56808,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56810,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56814,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",56816,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:15:10.003","172.17.0.3",47878,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56700,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56702,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56704,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56706,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56710,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56712,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56714,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56720,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56722,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56728,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56726,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56730,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56732,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56734,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56738,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56740,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56742,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56744,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56746,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56748,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",56750,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",47776,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",47790,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:50.249","172.17.0.3",47820,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56700,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56702,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56704,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56706,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56710,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56712,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56714,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56720,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56722,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56728,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56726,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56730,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56732,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56734,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56738,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56740,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56742,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56744,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56746,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56748,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",56750,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",47776,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",47790,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:40.248","172.17.0.3",47820,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56700,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56702,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56704,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56706,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56710,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56712,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56714,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56720,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56722,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56728,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56726,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56730,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56732,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56734,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56738,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56740,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56742,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56744,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56746,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56748,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",56750,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",47776,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",47790,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:30.248","172.17.0.3",47820,"169.254.169.254",443,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56654,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56656,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56658,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56660,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56664,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56666,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56668,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56672,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56674,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56676,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56678,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56680,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56682,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56686,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56700,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56702,"169.254.169.254",80,56B,76B,tcp,2
"Oct 24, 2022 @ 11:13:20.003","172.17.0.3",56704,"169.254.169.254",80,56B,76B,tcp,2
